id,image_src,shape,lens_width,gender,color,face_shape,skin,width,target
6.89E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/SL259011_1.jpg?v=1693463723,cat-eye,50,female,black,heart,light,51,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LAO2028903_1.jpg?v=1625028315,cat-eye,52,female,black,heart,light,53,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LSO1926520_1.jpg?v=1625028667,cat-eye,52,female,black,heart,light,53,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LSO1926615_1_9a43ecd1-cb4c-4af3-b9bb-d32eba384b83.jpg?v=1603958540,cat-eye,53,female,black,heart,light,54,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LSO2026616_1.jpg?v=1625028872,cat-eye,51,female,black,heart,light,52,
5.32E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/JHN1984794_1.jpg?v=1603967588,cat-eye,52,female,gold,heart,light,53,
6.61E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/ORP2100863_1.jpg?v=1627363005,cat-eye,54,female,brown,heart,light,55,
6.71E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/ORP2230806_1.jpg?v=1640299042,cat-eye,52,female,black,heart,light,53,
7.01E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/CAP2330502_1.jpg?v=1676354962,cat-eye,52,female,blue,heart,light,53,
7.15E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/GG1442O002_1.jpg?v=1692776069,rectangle,55,male,gold,round,light,56,
7.15E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/GG1476OK001_1.jpg?v=1689328302,rectangle,55,female,black,round,light,56,
7.15E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/SL645F001_1.jpg?v=1692776167,rectangle,55,male,black,round,light,56,
7.15E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/SL186BSLIM001_1.jpg?v=1689328751,rectangle,53,male,black,round,light,54,
6.73E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/GG1129OJ001_1.jpg?v=1642644445,rectangle,52,female,black,round,light,53,
6.58E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/GG0934OA001_1.jpg?v=1625040669,rectangle,54,male,black,round,light,55,
5.35E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/ORP1900848_1.jpg?v=1705277314,rectangle,54,female,black,round,light,55,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/ORP1800833_1.jpg?v=1705277234,rectangle,52,female,gold,round,light,53,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/files/ORP1402964_1.jpg?v=1705277193,rectangle,51,female,brown,round,light,52,
6.98E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/PU0064O001_1.jpg?v=1665630294,rectangle,54,male,blue,round,light,55,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/KAO1927297_1.jpg?v=1603961455,aviator,55,female,black,round,light,56,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/KAO2027322_1.jpg?v=1678325725,aviator,52,male,black,round,light,53,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/KAO2027325_1.jpg?v=1678325757,aviator,57,male,gold,round,light,58,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LAO2028916_1_a4efa15d-1c75-443a-b770-92293d17a42f.jpg?v=1603956904,aviator,51,male,black,round,light,52,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LAO2028921_1.jpg?v=1603956933,aviator,53,male,black,round,light,54,
5.31E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LSO1926567_1.jpg?v=1625028748,aviator,56,male,gold,round,light,57,
5.32E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/CBO1993051_1.jpg?v=1603959918,aviator,56,male,gold,round,light,57,
6.61E+12,https://cdn.shopify.com/s/files/1/0387/1417/9628/products/LSO2026670_1.jpg?v=1627360210,aviator,55,male,gold,round,light,56,
